IMEI,Fecha,Latitud,Longitud,Velocidad (km/h),Zonas,Velocidad Maxima,Exceso de Velocidad,Link maps
867730054112135,04/08/2025 08:14:28,lat -49.304794,lng -67.762291,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304794,-67.762291"
867730054112135,04/08/2025 08:14:44,lat -49.304794,lng -67.762291,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304794,-67.762291"
867730054112135,04/08/2025 08:14:44,lat -49.304794,lng -67.762291,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304794,-67.762291"
867730054112135,04/08/2025 08:15:07,lat -49.304794,lng -67.762291,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304794,-67.762291"
867730054112135,04/08/2025 08:15:07,lat -49.304794,lng -67.762291,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304794,-67.762291"
867730054112135,04/08/2025 08:15:12,lat -49.304794,lng -67.762291,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304794,-67.762291"
867730054112135,04/08/2025 08:15:14,lat -49.304794,lng -67.762291,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304794,-67.762291"
867730054112135,04/08/2025 08:15:17,lat -49.304794,lng -67.762291,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304794,-67.762291"
867730054112135,04/08/2025 08:15:48,lat -49.304794,lng -67.762291,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304794,-67.762291"
867730054112135,04/08/2025 08:15:51,lat -49.304794,lng -67.762291,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304794,-67.762291"
867730054112135,04/08/2025 08:15:58,lat -49.304794,lng -67.762291,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304794,-67.762291"
867730054112135,04/08/2025 08:16:00,lat -49.304794,lng -67.762291,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304794,-67.762291"
867730054112135,04/08/2025 08:16:03,lat -49.304794,lng -67.762291,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304794,-67.762291"
867730054112135,04/08/2025 08:16:07,lat -49.304794,lng -67.762291,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304794,-67.762291"
867730054112135,04/08/2025 08:16:11,lat -49.304794,lng -67.762291,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304794,-67.762291"
867730054112135,04/08/2025 08:16:15,lat -49.304794,lng -67.762291,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304794,-67.762291"
867730054112135,04/08/2025 08:16:51,lat -49.304794,lng -67.762291,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304794,-67.762291"
867730054112135,04/08/2025 08:16:54,lat -49.304794,lng -67.762291,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304794,-67.762291"
867730054112135,04/08/2025 08:16:58,lat -49.304794,lng -67.762291,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304794,-67.762291"
867730054112135,04/08/2025 08:17:00,lat -49.304794,lng -67.762291,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304794,-67.762291"
867730054112135,04/08/2025 08:17:27,lat -49.304794,lng -67.762291,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304794,-67.762291"
867730054112135,04/08/2025 08:17:29,lat -49.304794,lng -67.762291,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304794,-67.762291"
867730054112135,04/08/2025 08:17:32,lat -49.304794,lng -67.762291,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304794,-67.762291"
867730054112135,04/08/2025 08:17:35,lat -49.304794,lng -67.762291,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304794,-67.762291"
867730054112135,04/08/2025 08:17:43,lat -49.304794,lng -67.762291,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304794,-67.762291"
867730054112135,04/08/2025 08:17:47,lat -49.304794,lng -67.762291,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304794,-67.762291"
867730054112135,04/08/2025 08:18:16,lat -49.304794,lng -67.762291,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304794,-67.762291"
867730054112135,04/08/2025 08:18:19,lat -49.304794,lng -67.762291,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304794,-67.762291"
867730054112135,04/08/2025 08:18:25,lat -49.304794,lng -67.762291,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304794,-67.762291"
867730054112135,04/08/2025 08:18:28,lat -49.304794,lng -67.762291,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304794,-67.762291"
867730054112135,04/08/2025 08:18:32,lat -49.304794,lng -67.762291,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304794,-67.762291"
867730054112135,04/08/2025 08:18:40,lat -49.304794,lng -67.762291,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304794,-67.762291"
867730054112135,04/08/2025 08:18:44,lat -49.304794,lng -67.762291,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304794,-67.762291"
867730054112135,04/08/2025 08:19:12,lat -49.304794,lng -67.762291,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304794,-67.762291"
867730054112135,04/08/2025 08:19:16,lat -49.304794,lng -67.762291,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304794,-67.762291"
867730054112135,04/08/2025 08:19:20,lat -49.304852,lng -67.762413,4.10,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304852,-67.762413"
867730054112135,04/08/2025 08:19:23,lat -49.304844,lng -67.762459,4.90,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304844,-67.762459"
867730054112135,04/08/2025 08:19:32,lat -49.304768,lng -67.762611,6.30,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304768,-67.762611"
867730054112135,04/08/2025 08:19:34,lat -49.304737,lng -67.762619,5.90,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304737,-67.762619"
867730054112135,04/08/2025 08:19:37,lat -49.304703,lng -67.762619,5.20,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:19:41,lat -49.304703,lng -67.762619,5.20,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:19:45,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:19:49,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:19:53,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:20:32,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:21:12,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:21:16,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:21:18,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:21:23,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:21:27,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:21:32,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:22:20,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:22:27,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:22:29,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:22:33,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:22:37,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:22:41,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:22:45,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:22:49,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:23:24,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:23:30,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:23:30,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:23:31,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:23:31,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:23:36,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:23:36,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:23:36,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:23:39,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:23:39,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:23:39,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:23:44,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:23:44,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:23:44,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:24:12,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:24:12,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:24:26,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:24:26,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:24:41,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:24:43,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:24:44,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:24:48,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:25:04,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:25:07,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:25:08,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:25:12,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:25:16,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:25:20,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:25:27,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:25:28,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:25:32,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:25:36,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:25:39,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:26:01,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:26:04,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:26:04,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:26:08,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:26:08,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:26:08,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:26:12,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:26:12,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:26:12,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:26:16,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:26:16,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:26:16,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:27:34,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:27:34,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:27:40,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:27:43,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:28:02,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:28:02,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:28:04,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:28:04,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:28:31,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:28:34,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:28:38,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:28:40,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:28:53,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:28:57,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:29:01,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:29:04,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:29:04,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:29:56,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:29:56,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:30:02,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:30:05,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:30:08,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:30:15,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:30:17,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:30:20,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:30:47,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:30:50,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:30:53,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:31:04,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:31:30,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:31:53,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:31:57,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:32:00,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:32:00,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:32:04,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:32:04,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:32:08,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:32:08,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:32:12,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:32:12,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:32:15,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:32:15,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:32:20,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:32:20,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:32:24,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:32:24,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:32:24,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:32:28,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:32:28,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:32:28,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:32:35,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
867730054112135,04/08/2025 08:32:35,lat -49.304703,lng -67.762619,0.00,Oficinas,,No,"https://www.google.com/maps/search/?api=1&query=-49.304703,-67.762619"
